"pitch_speed","pitch_spin","pitch_horizontal_movement","pitch_vertical_movement","plate_x","plate_z","pitcher_hand","launch_angle","launch_speed","stand","home_run"
93.8,2168,-0.76,1.7,0.64,2.94,"R",12,102.3,"L",0
91.6,2345,-1.16,1.14,0.69,2.75,"R",-16,89.2,"R",0
91,2378,-0.49,1.63,0.45,2.18,"R",-21,82.9,"L",0
73.9,2918,1.07,-0.41,0.45,2.04,"R",10,79.8,"R",0
92.4,2125,-0.68,1.23,0.53,2.47,"R",13,99,"L",0
94.4,2161,-0.35,0.91,0.45,2.35,"R",-21,82.9,"R",0
84.2,2375,0.42,-0.12,0.18,2.64,"R",4,103.2,"R",0
84.7,2524,-1.54,0.87,0.67,1.69,"R",17,81.3,"R",0
93.7,2492,0.61,1.12,-0.3,2.38,"L",24,92.1,"R",0
92.4,2199.61898928966,-1.24,1.09,0.23,2.86,"R",21.7090189125296,103.063916666667,"R",0
86.6,2324,-1.39,0.33,0.23,2.22,"R",48,92.9,"R",0
90.4,2077,0.68,0.34,-0.4,3.25,"L",15,101.5,"L",0
91.1,2434,-1.47,0.42,0,2.22,"R",69,80,"R",0
88.1,2578,0.22,0.6,-0.17,2.97,"R",30,95.5,"R",0
88.1,1883,-1.67,0.83,-0.22,2.11,"R",39,89.2,"R",0
85.9,1746,-1.25,0.79,-0.69,2.55,"R",18,97.8,"L",0
80.5,1930.4,-0.87,1.12,-0.1,3.9,"R",-2,86,"R",0
85.6,1946,1.65,0.85,0.84,3.13,"L",-68,35.3,"R",0
88.5,1950,1.78,0.77,0.41,1.77,"L",-22,76,"R",0
78.3,1944,0.67,1.53,0.18,2.26,"L",41,96.6,"R",0
89.9,1967,-0.86,0.89,0.11,2.85,"R",9,108.8,"R",0
84.1,2024,1.54,1.3,0.67,2.3,"L",43,89,"R",0
96.3,2115,-0.94,1.45,0.37,2.62,"R",9,81.4,"L",0
90.6,2015,-1.08,1.57,-0.06,2.24,"R",-23,82,"R",0
93,2341,-1.29,0.98,0.6,2.74,"R",50,92.6,"L",0
85.3,1586,-0.69,1.26,-0.12,2.81,"R",-33,87.4,"L",0
85.7,1784,0.96,1.39,-0.33,1.75,"L",43,97,"R",0
94.6,2213,-0.38,1.96,0.3,2.19,"R",36,71.4,"L",0
90.4,2046,0.04,1.04,-0.69,2.15,"R",39,80.7,"L",0
88,1486,-1,0.45,-0.96,2.37,"R",-1,75.6,"L",0
89.2,2146,0.38,0.76,-0.23,1.99,"R",1,101.7,"R",0
76.8,2045,0.86,1.32,0.89,2.35,"L",39,91.4,"R",0
86.4,1397,1.4,0.72,1.64,2.8,"L",-26,72.6,"R",0
93.3,2077,1.12,1.16,0.06,1.6,"L",12,95.7,"R",0
93.8,2199,-0.17,1.57,0.56,2.24,"R",39,100.6,"R",0
95.6,2398,1.76,0.9,1.07,2.65,"L",-67,49.9,"L",0
95,2441,1.46,1.25,-0.43,2.72,"L",69,80,"R",0
90.3,2234,-0.28,1.48,0.53,3.44,"R",58,89.7,"L",0
97.6,2533,-0.08,1.18,-0.06,2.33,"R",-4,115.3,"R",0
93.2,2373,-0.6,1.55,-0.08,2.81,"R",23,101.2,"R",0
91.3,2136,-0.63,1.92,0.09,2.4,"R",-2,94.4,"L",0
81.3,1879.57385714286,0.46,0.17,0.62,2.51,"L",15,90.9,"L",0
95.5,2137,0.56,1.63,-0.08,1.87,"L",-1,89.7,"R",0
92.6,1967,-1.48,1.02,0.26,2.9,"R",-2,101.4,"R",0
85.2,2522,-0.22,0.11,-0.76,2.06,"R",-12,76.1,"L",0
92.5,2143,-1.12,0.25,-0.47,2.47,"R",9,93.2,"R",0
81.5,2571,-0.16,-0.01,-0.14,2.23,"L",-17,90.3,"R",0
89.7,2341,-0.73,0.57,-0.96,2.67,"R",20,76,"R",0
84.6,2687,-0.47,0.32,-1.15,1.24,"L",-21,82.9,"R",0
83.4,2169,-0.28,1.93,0.17,3.91,"R",56,86.5,"R",0
84.5,1766,-1.34,0.75,0.04,2.5,"R",17,85.3,"L",0
94.3,2143,0.08,1.51,-1.02,3.1,"L",2,36.3,"R",0
92.4,2586,-0.01,0.79,0.18,2.69,"R",45,81.8,"R",0
86.6,2212,0.12,0.74,-0.07,1.82,"R",-59,46.3,"L",0
93.3,2175,0.76,1.71,-0.74,1.8,"L",-7,59.7,"R",0
93.3,2212,-1.48,1.08,-0.7,2.19,"R",-41,86.1,"R",0
93,2248,0.65,1.68,-0.49,2.43,"L",25,99.1,"L",0
92.3,1921,-0.38,1.27,-0.84,2.64,"R",22,98,"R",0
95.5,2113,0.26,1.85,-0.3,1.86,"L",55,92.6,"R",0
79.5,2241,-0.75,-0.03,0.7,2.09,"L",24,96.3,"R",0
83.6,2462,0.09,0.59,0.79,1.78,"R",21,74,"R",0
88.2,2105,0.58,1.69,0.03,2.16,"L",19,103.7,"R",0
92.7,2115,-1.76,1.1,-0.52,1.54,"R",-12,101.4,"L",0
93.4,2110,0.12,1.5,-0.73,1.9,"L",-12,93.5,"R",0
90.6,1794,-1.53,0.42,-1.96,2.94,"R",36,81.5,"R",0
67.6,2485,0.94,0.35,-0.62,2.2,"R",-27,45.7,"L",0
93.4,1958,-1.67,0.47,-0.11,1.61,"R",-17,90.3,"R",0
91.6,2196,-0.74,1.55,-0.53,2.9,"R",4,113.9,"R",0
83.3,2115,0.37,0.07,0.07,3.09,"R",28,82.4,"R",0
85.4,2494,0.84,0.64,0.53,2.49,"R",-18,92.2,"L",0
93.7,2100,-1.05,1.25,-0.06,2.11,"R",40,89.1,"L",0
90.3,2156,-0.72,1.81,-0.08,2.54,"R",3,102.7,"R",0
96.4,2267,0.38,1.82,0.2,2.23,"L",-9,100.5,"R",0
92.7,2333,-0.64,1.38,-0.98,2.04,"R",1,93,"R",0
84.8,2404.18,0.32,0,-0.06,2.73,"R",22,99.4,"L",0
93.9,2219,0.35,1.8,0.2,2.5,"L",18,96.2,"R",0
96.6,2036,-0.8,1.52,1.29,2.81,"R",-4,70.9,"L",0
91,2480,0.48,1.34,0.6,2.7,"R",-35,60.3,"L",0
96.4,2248,-1.1,0.99,0.02,3.44,"R",55,85.2,"L",0
92.6,2085,-0.65,1.68,-0.28,1.99,"R",12,97,"R",0
90,2052,0.78,1.27,-0.08,2.88,"L",28.8969696969697,100.9365,"R",0
98.1,2099,-1.01,1.58,-0.71,1.73,"R",-5,104.4,"R",0
90,2210,0.43,0.64,-0.62,1.49,"L",-15,81.2,"R",0
87.2,1679,-0.75,0.56,-0.67,1.34,"R",-9,86.3,"L",0
95.8,2090,-0.96,1.46,0.56,2.09,"R",7,76.8,"L",0
91.1,2006,-1.32,1.45,-0.58,1.52,"R",-21,82.9,"R",0
84.3,1808,0.89,1.23,-0.7,2.15,"L",-9,97.5,"R",0
86.7,1928,0.77,0.93,0.28,2.85,"L",24,91.1,"L",0
95.6,2353,-1.22,1.12,-0.42,3.35,"R",32,96.7,"R",0
81.1,2932,0.54,-0.64,0.37,3.47,"R",30,102.9,"R",1
93.8,1995,-1.17,1.16,0.31,2.43,"R",29,74.9,"L",0
86.6,2698,0.15,0.19,0.4,2.49,"R",-25,94.3,"R",0
92.2,2498,0.04,0.87,0.46,2.13,"R",28,98.2,"R",0
92.5,2184,-0.57,0.87,-0.47,2.68,"R",37,101.9,"R",0
80.9,2749,0.31,-0.53,-0.1,2.24,"R",0,98.3,"R",0
92.1,1644,0.57,0.99,0.03,1.2,"L",7,103.3,"R",0
77,1075,0.36,-0.23,-0.06,2.16,"R",43,94.9,"L",0
93.6,2109,0.37,1.75,-0.8,2.73,"L",16,90.9,"R",0
80.6,1651,0.7,0.77,0.21,1.79,"L",5,99.3,"R",0
88.6,2229,1.11,1.68,-0.59,2.46,"L",10,110.6,"R",0
84.5,1638,1.28,1.01,0.06,2.08,"L",-19,90.2,"R",0
79.3,2763,0.79,-0.67,0.24,2.75,"R",-14,84,"L",0
92.3,2131,0.28,1.86,-0.36,2.16,"L",68,80.4,"R",0
87,1992,-1.34,0.93,-0.47,1.82,"R",39,89.2,"L",0
92.8,1909,-0.53,1.54,1.15,2.06,"R",-31,86.5,"R",0
84.8,1586,-0.97,0.1,-0.32,1.37,"R",-21,82.9,"L",0
93.2,2148,-1.45,1.54,-0.5,2.15,"R",52,88.6,"L",0
86.2,2110,0.45,-0.55,0.89,2.49,"R",4,85.4,"R",0
96,2306,0.67,1.73,0.79,2.5,"L",33,78.2,"L",0
88.6,2191,-0.17,0.79,-1.6,1.27,"L",-6,76.6,"R",0
88.7,2165.66,-0.11,0.17,0.53,2.04,"R",10,100.6,"R",0
79.4,2326,0.56,-1.49,0.4,2.9,"R",30,101.4,"R",1
88.6,1702,-0.89,1.14,-0.05,1.55,"R",69,80,"L",0
95,2352,-0.98,1.3,0.12,2.64,"R",17,101.2,"L",0
97.4,2465,-0.94,1.65,0.02,3.08,"R",21,112.2,"R",1
83.3,2129,-0.46,0.45,-0.4,2.81,"L",-2,101.3,"R",0
94.8,2306,0.41,1.58,-0.65,3.37,"L",36,69.7,"R",0
95.1,2354,-1.07,0.98,0.48,1.96,"R",31,94.4,"R",0
93.4,2336,1.55,0.77,-0.03,2.32,"L",27,103.3,"R",1
82.2,2243.48583333333,0.39,0.39,0.93,1.65,"R",17,98.8,"R",0
93,2566,-0.38,1.45,-0.48,2.35,"R",36,96.7,"L",0
84.8,2414,0.22,0.89,-0.85,1.58,"L",19,82.5,"L",0
97.2,2355,1.14,1.93,-0.51,2.04,"L",-21,82.9,"L",0
96,2294,0.5,1.21,-1.29,2.16,"L",10,67.6,"R",0
84.6,1834,0.09,1,0.63,2.01,"L",28,90.8,"R",0
93.7,2070,-0.89,1.42,0.15,1.82,"R",2,91.6,"R",0
96.5,2259,-0.84,1.65,0.05,2.58,"R",19,93.2,"L",0
94.5,2515,-0.32,1.55,0.4,1.79,"R",25,99.3,"L",1
84.4,1719,-1.09,0.88,-0.38,1.14,"R",14,68.4,"L",0
94.4,1748,-0.61,1.61,0.45,2.76,"R",35,64,"L",0
97.4,2255,-0.44,1.29,0.37,3.12,"R",-27,93.9,"R",0
88.5,2098,-0.48,1.28,-0.52,1.95,"R",-15,92.2,"R",0
90.9,2146,-1.37,1.02,-0.68,2.4,"R",2,103,"L",0
86.1,2164,-0.48,0.66,-0.42,2.91,"L",25,101.2,"R",0
92.2,2256,-0.57,1.18,-0.74,2.6,"R",-24,79.3,"R",0
94.6,2110,0.78,0.82,0.2,1.37,"L",-10,81.2,"R",0
95.7,2208,-1.21,1.26,-1.59,2.2,"R",0,91.7,"L",0
77.7,1950,-0.21,-0.06,-0.45,1.59,"R",-8,89.7,"L",0
81.5,1250,0.2,-0.54,-0.49,1.29,"R",-21,82.9,"L",0
91.6,2343,-0.9,1.25,-0.22,2.08,"R",-21,82.9,"R",0
95,2344,0.86,1.63,-1.35,2.98,"L",20,38.1,"R",0
95.1,2096,0.96,1.15,0.82,2.18,"L",17,81.7,"R",0
84.1,1651,-1.21,0.25,-1.08,1.79,"R",8,92,"L",0
79,1968,-0.16,-0.03,0.41,2.66,"R",17,85,"R",0
95.7,1858,-1.45,0.88,-0.71,2.1,"R",-21,82.9,"R",0
90,2272,-0.63,1.82,-0.37,2.16,"R",40,84.5,"L",0
93,2458,-1.02,1.13,0.85,3.65,"R",52,72,"L",0
85.4,1661,-1.06,0.3,0,2.34,"R",-21,82.9,"R",0
92.4,1892,1.16,1.13,0.83,2.62,"L",17,85.9,"L",0
90.1,2364,0.09,0.79,-0.06,2.4,"R",20,112.4,"L",1
81.4,1578,1.35,0.8,0.26,2.35,"L",-10,99.2,"R",0
94.1,2131,1.28,1.4,-0.59,2.87,"L",53,98,"R",0
90.5,2298,-0.12,1.1,0.42,1.88,"R",-20,97.3,"R",0
97.9,2245,-1.35,1.41,-0.59,1.57,"R",19,106,"R",0
84.9,2758,0.08,-0.49,-0.64,1.37,"R",-21,82.9,"L",0
97.8,2060,-1.51,0.9,0.43,2.81,"R",-31,87.2,"R",0
95.1,1929,-0.94,1.52,-0.17,1.94,"R",-19,99.2,"L",0
92.5,2155,-0.01,1.74,-0.34,2.49,"L",69,80,"R",0
96.8,2418,-0.86,1.9,0.25,2.8,"R",33,61.7,"L",0
88.1,2099,1.05,0.92,0.3,1.31,"L",-14,85.4,"R",0
85,1655,0.03,0.56,-0.3,1.96,"R",1,105.6,"L",0
93.1,2214,-1.3,1.22,-0.51,2.36,"R",6,102,"L",0
92.7,2705,-1.54,1.28,-1.09,2.55,"R",43,67.8,"R",0
93.2,2175,-1.05,1.41,-0.87,2.39,"R",-10,90.9,"R",0
93.8,2256,-1.24,1.23,-0.63,3.15,"R",37,93.5,"L",0
91.9,2391,0.07,1.6,1.11,2.94,"R",36,81.4,"R",0
91.6,2353,-0.63,0.14,0.78,2.35,"R",-10,80.9,"L",0
90.2,2080,1,1.64,-0.86,2.6,"L",13,99.1,"L",0
74.6,2507,1.1,-0.06,0.29,2.54,"R",43,76.1,"L",0
92.3,2008,-1.32,0.26,-0.36,2.47,"R",12,104.7,"L",0
94,2728,0.01,1.64,1,3.02,"R",6,92.8,"R",0
84.7,2169,-0.37,0.81,-0.33,2.12,"R",-14,103.7,"L",0
97.8,2321,-1.45,0.55,-0.14,2.55,"R",-17,90.3,"R",0
90.9,2262,-0.39,1.64,-0.71,2.16,"R",35,113.2,"L",1
96.5,2381,-0.59,1.67,0.53,2.96,"R",48,92,"R",0
94.6,2222,-0.58,1.47,-0.48,2.7,"R",63,86.1,"R",0
78.6,2502,1.07,-0.62,0.44,1.6,"R",19,76.6,"R",0
93.8,1891,-1.55,0.57,-1.08,1.98,"R",-21,82.9,"L",0
94.1,2269,-0.45,1.68,0.77,2.88,"R",38,80.8,"L",0
92.5,866,-0.08,0.34,-0.47,2.55,"R",-12,97.1,"L",0
91.9,2248,-1.43,0.25,-0.59,2.08,"R",35,90.4,"L",0
88.9,2395,0.38,0.75,0.34,2.43,"R",-19,100.5,"R",0
87.5,1803,-1.47,-0.13,-0.25,2.07,"R",18,107.3,"R",1
78.5,2319,0.66,0.9,-0.35,2.44,"R",38,90.3,"R",0
82.5,1896,-1.1,1.24,0.17,2.64,"R",32,98.5,"L",0
82.9,1053,-0.27,0.85,-0.63,3.07,"L",35,79.9,"R",0
89.1,1564,-0.89,0.92,-0.19,2.12,"R",6,104.3,"L",0
90,2334,-0.21,1,-0.48,2.54,"R",69,80,"R",0
91.2,2397,-0.54,1.12,0.96,2.54,"R",4,87.1,"R",0
89.5,1833,-0.63,1.42,0.04,2.85,"R",-27,93.4,"R",0
96.2,2488,-1.16,1.85,-0.06,2.14,"R",12,106,"L",0
88.4,2289.39,-0.09,0.73,0.71,2.3,"R",28,71.7,"R",0
75.7,2270,-0.45,-0.48,0.2,2.22,"L",17,101.2,"R",0
95,2280,-1.36,0.89,0.25,2.6,"R",50,103.1,"L",0
89.5,2099,0.99,1.02,0.24,2.96,"L",6,108.4,"R",0
92.5,2335,0.48,1.22,-0.85,3,"L",-4,81.2,"R",0
94.4,2456,-0.56,1.43,0.09,2.59,"R",20,96.6,"L",0
85.7,2448,-0.4,0.76,-0.68,1.45,"L",-21,82.9,"R",0
81.9,1316,-0.41,1.3,-0.01,2.75,"R",14,102.9,"R",0
97,2081,-0.55,1.19,-0.98,3.06,"R",23,82.9,"R",0
91.5,1890,1.35,0.93,0.39,2.1,"L",20,100.1,"R",0
85.8,1103,-0.87,0.96,-1.12,2.07,"R",-48,64,"L",0
92.7,2547,-0.57,1.39,0.58,2.97,"R",16,75.4,"L",0
85,2509,0.56,0.34,0.55,1.31,"R",20,99.4,"R",0
80.5,2642,0.24,-0.32,0.38,1.75,"R",-21,92.2,"R",0
88.9,2147,0.42,1.11,-0.16,2.71,"R",16,107.7,"L",0
84,2208.29791666667,-0.4,0.13,0.04,2.02,"L",28,105.6,"R",1
89.8,2117,0.57,1.27,-0.75,2.11,"L",44,77,"R",0
90.4,2375,-1,0.44,-0.23,2.09,"R",-23,72.3,"R",0
92.7,2060,-1.26,1.27,0.32,2.24,"R",49,83.1,"L",0
95.7,2161,-1.28,1.02,-0.46,2.67,"R",-25,76.8,"R",0
83.3,2050,0.06,0.67,1.29,1.84,"R",43,70.4,"R",0
94.7,2226,-1.04,1.4,-0.58,2.35,"R",39,99.2,"R",0
78.1,2489,0.32,-0.89,-0.48,3.25,"R",2,98.8,"R",0
94.4,2254,0.73,0.76,1.07,2.13,"L",-21,82.9,"R",0
92,2240,0.07,1.13,0.01,2.36,"R",22,90.7,"L",0
90.6,2194,0.11,1.35,-0.05,1.48,"R",14,93.7,"L",0
89.6,1963,1.33,1.34,-1.03,2.87,"L",48,91.2,"R",0
96.7,2153,-1.17,1.23,-0.33,3.48,"R",-16,92.6,"R",0
81.5,2629,1.57,0.02,0.98,1.99,"R",69,80,"R",0
90.6,2338,-0.62,1.59,-1.25,2.5,"R",28,87.6,"L",0
98.4,2274,-1.44,0.72,-1.01,2.43,"R",-19,84.9,"L",0
95.5,2330,-0.83,1.19,-0.64,2.04,"R",32,96.1,"R",0
89,2124,1.12,1.28,-0.22,2.88,"L",66,88.8,"L",0
99,2027,-0.99,1.18,-0.29,3.46,"R",52,86.2,"L",0
97.5,2510,-0.74,1.29,0.26,1.89,"R",-18,102.8,"R",0
91.2,2014,-1.37,0.39,-0.03,2.09,"R",11,101,"R",0
86.4,1851,0.07,1.35,0.28,3.33,"R",13,62.7,"L",0
93.4,2163,-0.61,1.91,0.42,2.62,"R",36,90.5,"L",0
81.4,1611,1.63,1.09,0.55,2.35,"L",5,90.5,"R",0
85.5,2264.35,-0.1,-0.04,0.64,1.79,"R",-5,103,"R",0
78.2,3041,-1.2,-0.58,-0.26,1.98,"L",35,94.2,"R",0
82,2242.835,0.3,0.42,0.51,2.55,"R",26,99.1,"R",0
91.7,2080,-1.46,0.76,-0.15,2.22,"R",39,95.3,"L",0
84.9,2378,0.03,1.05,0.4,1.79,"L",26,96.7,"R",0
94.2,2016,-0.32,1.19,-1.01,2,"R",18,104.9,"R",0
95.7,2261,1.01,1.12,-0.12,2.85,"L",15,86,"L",0
75.6,2769,-1.15,-0.61,0.26,3.4,"L",22,94.9,"R",0
94,2365,-1.32,0.81,-0.96,2.35,"R",-41,75.9,"L",0
95.5,2367,0.99,1.29,0.02,2.28,"L",41,104.1,"R",0
92.1,1915,0.41,0.98,-0.16,3.36,"L",28,81.6,"L",0
87.9,2148,0.01,0.54,0.27,2.02,"R",-19,83.3,"L",0
96.5,2290,0.49,1.43,-0.93,2.15,"L",-16,71.9,"R",0
94.1,2473,0.08,1.37,-0.13,3.23,"R",7,97.5,"R",0
87.8,1977,0.07,0.57,0.66,2.48,"R",69,80,"L",0
84.4,1465,1.57,1.18,0.22,1.58,"L",8,85.3,"R",0
76.9,2642,1.18,-0.76,-0.57,2.53,"R",15,101.2,"L",0
88.7,2010,-0.69,1.29,0.45,2.42,"R",10,66,"L",0
92.8,1668,1,0.69,0.76,3.35,"L",-21,58.3,"L",0
100,2337.135,-1.02,1.26,-0.23,2.91,"R",64,90.6,"R",0
87.8,2307.21583333333,0.07,-0.01,0.79,2.63,"R",19,101.7,"R",0
92.6,2603,-1.43,1.2,-0.93,2.98,"R",17,97.4,"L",0
82.7,1796,-1.6,1.06,0.34,2.18,"R",52,81.2,"R",0
95.1,2388,-1.03,1.17,-0.83,2.3,"R",14,70.9,"R",0
90.3,2322,0.79,1.01,0.19,3.17,"L",47,89.9,"R",0
88.3,1810,1.3,0.81,0.44,2.79,"L",19,92.8,"R",0
79.5,2770,0.87,-1.22,0.25,2.08,"R",23,77.8,"R",0
94.2,2401,0.11,1.01,0.31,1.6,"R",4,91,"L",0
82.5,1941,1.21,0.76,0.46,1.34,"L",52,74.1,"R",0
84.2,1782,-1.22,0.95,0.3,1.9,"R",-9,81.9,"L",0
79.4,2483.99743589744,1.04,-0.33,-0.2,2.77,"R",-9,94.7,"L",0
91,2121,-0.78,1.24,-0.29,2.87,"R",0,96.5,"R",0
82.7,625,-0.14,-0.15,0.13,2.1,"R",17,104.9,"L",0
86.9,2406,0.46,1.03,0.76,2.04,"R",-7,72.3,"R",0
78.2,2364,0.25,-0.44,0,2.86,"R",21,101.3,"R",1
95.2,2240,0.94,1.86,-0.32,1.65,"L",-5,92.5,"R",0
90,2380,-0.22,1.19,-0.05,2.07,"R",12,93.3,"L",0
95.2,2150.84847835498,-1.35,0.9,-1.73,2.98,"R",5.59285714285714,69.0191590909091,"R",0
91.7,2420,-0.55,1.87,0.42,2.25,"R",8,98.8,"R",0
96.5,1879,-1.08,1.47,0.14,2.5,"R",-13,89.7,"R",0
92.1,2575,0.58,1.39,0.01,2.81,"L",54,85.6,"R",0
84,2410,0.19,-0.03,-0.08,1.37,"R",-3,78.6,"R",0
92.6,2138,0.28,1.62,0.12,2.22,"L",14,82.3,"L",0
85.1,2002.02948717949,-1.08,-0.63,-0.73,1.74,"R",15,90.4,"R",0
95.1,2028,-1.4,0.97,0.26,1.87,"R",-2,78.6,"L",0
85,1066,-0.47,0.89,-0.82,2.31,"R",-44,67,"L",0
93.8,2032,-1.34,1.31,0.41,1.97,"R",-10,76.1,"R",0
94.1,2263,1.23,1.61,-0.78,1.83,"L",6,107.4,"R",0
95,2280,0.95,1.44,-0.84,1.78,"L",-21,82.9,"L",0
93.6,2094,0.88,1.54,-0.06,1.86,"L",23,108.5,"L",1
99.1,2193,-0.2,1.28,-0.46,1.86,"R",-14,104.9,"R",0
96.2,2212,-1.21,1.24,-0.4,2.23,"R",-12,100.7,"R",0
90.3,2125,-1.2,1.1,-0.2,2.92,"R",47,93.6,"L",0
79.7,1402,-1.43,0.33,0.38,2.54,"R",-17,92.5,"R",0
88.6,2114,-0.03,0.66,-0.38,2.52,"R",52,74.2,"R",0
91.2,2420,-0.64,1.08,-0.58,2.32,"R",-7,98.4,"L",0
88,2407,0.05,2.12,-0.34,2.75,"R",69,80,"L",0
97.8,2048,-1.01,1.74,0.79,2.2,"R",0,79.3,"R",0
98.7,2115,-0.73,1.28,0.34,2.14,"R",29,69,"L",0
95.7,2433,-1.03,1.06,-0.32,2.18,"R",16,104.5,"L",0
78.1,2619,-1.19,0.33,-0.79,1.75,"L",-51,56.1,"L",0
91.8,2145,0.01,1.53,-0.16,1.99,"L",-21,82.9,"R",0
84.7,1983,1.73,1.13,0.29,1.98,"L",21,106.5,"L",1
77.7,2273,0.05,-0.6,-0.43,2.3,"R",16,97,"R",0
94.5,2045,-0.41,1.44,-0.59,3.47,"R",19,84.2,"L",0
97.3,2612,-1.09,1.42,-0.8,2.18,"R",-44,72,"R",0
89.3,2137,1.44,1.01,-0.26,2.35,"L",8,98,"L",0
89.4,1456,-1.24,0.54,-1.09,2.7,"R",15,97.1,"L",0
89.5,2094,1.2,1.26,0.18,2.37,"L",9,64.2,"L",0
92.9,2373,1.13,1.52,-0.6,2.15,"L",9,68.9,"R",0
88.4,2098,-0.79,1.33,0.84,2.42,"R",6,98.6,"R",0
95.3,2439,-0.74,1.45,1.01,2.21,"R",0,93.8,"R",0
85.2,1414,-1.15,-0.36,-0.91,1.59,"R",-21,82.9,"L",0
91.2,1945,-1.29,0.52,0.21,2.38,"R",43,98.5,"L",0
92.1,2182,-0.91,1.66,0.73,1.73,"R",56,106.1,"L",0
89.8,1376,-0.73,1.1,-0.09,1.18,"R",-12,79.3,"L",0
91.4,2257,-0.34,1.68,0.06,2.39,"R",11,93.6,"L",0
90,1945,0.05,1.82,0.42,3.4,"L",-3,97.8,"R",0
96.6,2433,-1.34,1.31,-0.34,3.14,"R",22.8435451505017,98.3305208333333,"R",0
81.7,2180,-0.17,0.23,0.17,2.93,"L",32,100.6,"L",1
98,2317,-1.3,0.67,-0.45,2.92,"R",-17,96.7,"R",0
96.8,2161,-1.07,1.85,-0.04,2.57,"R",22,102,"R",0
95.5,2367,0.5,1.94,0.34,2.4,"L",45,87.4,"R",0
86.7,2013,-0.04,0.59,-0.1,1.36,"R",0,95.5,"L",0
88.5,1397,-0.78,0.9,-0.57,2.3,"R",-3,102.4,"L",0
96.1,2323,-0.86,1.64,0.11,2,"R",-2,105,"L",0
95.8,2101,-1.18,1.32,-0.16,2.96,"R",6,74.2,"R",0
88.7,2290,0.55,2.11,-1.04,2.38,"L",26,58.2,"R",0
82,2668,1.56,0.06,-0.18,1.9,"R",24,84.6,"R",0
91.4,2261,-0.72,1.76,0.08,1.86,"R",-8,91.7,"L",0
94.3,2095,-1.45,0.99,-0.24,2.49,"R",19,97.6,"L",0
91.5,2397,0.26,1.38,0.59,3.64,"R",-21,82.9,"L",0
92.3,2172,1.97,0.74,0.42,1.99,"L",2,69.1,"L",0
81.9,627,0.78,0.53,0.33,1.64,"R",30,94.7,"L",0
87.3,1890,0.51,0.44,-0.16,2.21,"L",-17,107.6,"L",0
86.7,2091,-1.12,1.51,-0.81,2.39,"R",14,100.5,"L",0
95.6,2126,-0.76,1.03,0.09,2.67,"R",-1,99.6,"R",0
90.8,2421,-1.14,1.24,-0.23,2.31,"R",31,102.3,"R",0
88.8,2256,-0.79,1.84,-0.84,2.56,"R",32,92.6,"L",0
87.1,2018,1.45,0.89,-0.02,1.5,"L",6,103.9,"R",0
91.5,2177,1.45,1.33,0.98,2.27,"L",3,87.1,"R",0
81.3,2597,0.54,-1.13,0.78,1.6,"R",-13,83.2,"R",0
89.3,1983,-1.28,0.95,0.12,2.72,"R",-6,106.4,"R",0
89.5,2108.87981481481,-0.8,1.21,-1.15,2.85,"R",14.7441666666667,88.452,"L",0
75,2695,1.07,-0.57,-0.09,1.96,"R",-28,51.3,"R",0
88.9,2394,-0.33,1.37,0.08,2.6,"R",-5,92.4,"L",0
93.1,2075,-1.06,0.95,0.56,3.03,"R",-9,86.4,"L",0
77.5,1082,-1.06,-0.6,-0.36,1.55,"L",8,74,"L",0
90.2,2528,-1.46,0.91,-0.85,2.51,"R",8,79.6,"R",0
95,2062,1.11,1.11,-0.16,2.69,"L",0,99.1,"L",0
84.8,2243,-0.3,1.97,1.17,2.3,"R",18,88.1,"R",0
88.7,2235,-0.11,0.56,-0.14,2.5,"R",-41,75.1,"L",0
87.6,1897,1.36,0.93,1.1,1.73,"L",13,92.6,"R",0
78.9,1323,-0.62,0.78,-0.48,2.09,"R",10,96.3,"L",0
91.4,2451,-0.84,1.67,-0.24,1.97,"R",-15,101.1,"R",0
86.5,2062.95,0.33,0.68,-0.2,2.01,"L",52,86.9,"L",0
85.7,2382,0.09,0.65,-0.24,1.05,"R",-2,111.2,"R",0
86.6,1937,-1.08,0.1,-0.32,2.39,"R",13,89.5,"L",0
93.7,2033,-0.6,1.37,0.44,2.24,"R",3,80.8,"L",0
94.6,2230,-0.6,1.66,1.11,2.95,"R",15,104,"R",0
89.8,2287,-0.85,1.57,0.43,2.06,"R",5,101.6,"R",0
94.9,2269,-0.86,1.5,0.17,2.34,"R",32,77.4,"R",0
76.4,2065,1.04,1.35,-0.14,2.17,"L",-36,58.7,"L",0
88.7,2139,-0.47,1.81,-0.39,2.32,"R",23,76.2,"R",0
84.9,2077,-0.04,0.72,0.38,1.88,"L",3,99.1,"L",0
94.4,2176,-0.9,1.37,-0.6,2.12,"R",31,102.9,"R",0
84.5,2011,-1.34,0.85,-0.84,2.23,"R",13,82,"L",0
83.1,2169,0.86,0.37,0.16,2.27,"R",69,80,"R",0
90,2434,0.4,0.63,0.15,2.1,"L",10,99.5,"L",0
94.9,2323,-0.83,1.16,-1.21,2.64,"R",36,86.2,"L",0
90.8,2254.98900910364,-0.49,1.41,0.82,2.34,"R",24.06,100.454418181818,"L",0
91.4,2246,1.1,1.8,-0.11,2.28,"L",-2,92.2,"L",0
82.8,2159,-0.18,0.05,0.18,1.87,"L",49,81.7,"L",0
